sep=,
Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Maaliw, R.R., Mabunga, Z.P., Villa, F.T.","57204532617;57216812241;57292485600;","Time-Series Forecasting of COVID-19 Cases Using Stacked Long Short-Term Memory Networks",2021,"2021 International Conference on Innovation and Intelligence for Informatics, Computing, and Technologies, 3ICT 2021",,,,"435","441",,2,"10.1109/3ICT53449.2021.9581688","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119434761&doi=10.1109%2f3ICT53449.2021.9581688&partnerID=40&md5=f89cf69bc5fdb2be91f321ca83841306",Conference Paper,"Final","",Scopus,2-s2.0-85119434761
[No author name available],[No author id available],"ICIBE 2021 - 2021 7th International Conference on Industrial and Business Engineering",2021,"ACM International Conference Proceeding Series",,,,"","",422,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123062093&partnerID=40&md5=eb15a7451b39d5d728c015fd90303cbc",Conference Review,"Final","",Scopus,2-s2.0-85123062093
"Jadon, S., Patankar, A., Milczek, J.K.","57222024362;57222716749;57192660521;","Challenges and approaches to time-series forecasting for traffic prediction at data centers",2021,"2021 International Conference on Smart Applications, Communications and Networking, SmartNets 2021",,,,"","",,,"10.1109/SmartNets50376.2021.9555422","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117401295&doi=10.1109%2fSmartNets50376.2021.9555422&partnerID=40&md5=3eac22b96cc263c65f036fdc80edcc1b",Conference Paper,"Final","",Scopus,2-s2.0-85117401295
"Nuanchuay, T., Sinthupinyo, S.","57407590900;8909175900;","Additional time series features for preciseness improvement of LSTM-based COVID-19 spread forecasting model",2021,"ACM International Conference Proceeding Series",,,,"145","150",,,"10.1145/3490725.3490747","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122631532&doi=10.1145%2f3490725.3490747&partnerID=40&md5=de6cd8e81e4d0b221260be171b95dc03",Conference Paper,"Final","",Scopus,2-s2.0-85122631532
[No author name available],[No author id available],"GoodIT 2021 - Proceedings of the 2021 Conference on Information Technology for Social Good",2021,"GoodIT 2021 - Proceedings of the 2021 Conference on Information Technology for Social Good",,,,"","",336,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115366941&partnerID=40&md5=0eb1d192d0d4f5810dcad0aa0616eb2b",Conference Review,"Final","",Scopus,2-s2.0-85115366941
"Li, A., Yadav, N.","57347762900;55509120200;","An Adaptable LSTM Network Predicting COVID-19 Occurrence Using Time Series Data",2021,"Proceedings - 2021 IEEE International Conference on Digital Health, ICDH 2021",,,,"172","177",,,"10.1109/ICDH52753.2021.00031","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119504040&doi=10.1109%2fICDH52753.2021.00031&partnerID=40&md5=e4321f27e0bd46dd47e370fda32cc94f",Conference Paper,"Final","",Scopus,2-s2.0-85119504040
"Sankaranarayanan, S., Balan, J., Walsh, J.R., Wu, Y., Minnich, S., Piazza, A., Osborne, C., Oliver, G.R., Lesko, J., Bates, K.L., Khezeli, K., Block, D.R., DiGuardo, M., Kreuter, J., O’Horo, J.C., Kalantari, J., Klee, E.W., Salama, M.E., Kipp, B., Morice, W.G., Jenkinson, G.","57288004100;57287821300;57287821400;57287288200;57189997427;57287459700;57287459800;7202064752;57287107600;57288363500;56338214100;57287822300;24757774500;57287288700;57194594231;57193139823;16022162600;56906629800;57198226646;6701784711;36655812300;","COVID-19 mortality prediction from deep learning in a large multistate electronic health record and laboratory information system data set: Algorithm development and validation",2021,"Journal of Medical Internet Research","23","9","e30157","","",,1,"10.2196/30157","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116596888&doi=10.2196%2f30157&partnerID=40&md5=2ad0c60437510981ecdf052872574046",Review,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85116596888
"Lam, C., Tso, C.F., Green-Saxena, A., Pellegrini, E., Iqbal, Z., Evans, D., Hoffman, J., Calvert, J., Mao, Q., Das, R.","57218476184;57222556947;55510744900;57211535118;57206258702;57209538140;57189330102;57189321063;43361568200;57173576500;","Semisupervised deep learning techniques for predicting acute respiratory distress syndrome from time-series clinical data: Model development and validation study",2021,"JMIR Formative Research","5","9","e28028","","",,,"10.2196/28028","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115341956&doi=10.2196%2f28028&partnerID=40&md5=7c58c958b153b31ee57c22eb9f5a7bb0",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85115341956
"Alsudias, L., Rayson, P.","57220026696;8652019200;","Social media monitoring of the COVID-19 pandemic and influenza epidemic with adaptation for informal language in Arabic twitter data: Qualitative study",2021,"JMIR Medical Informatics","9","9","e27670","","",,,"10.2196/27670","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115289288&doi=10.2196%2f27670&partnerID=40&md5=7ecec5a33716831daaa099ab418f7f55",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85115289288
"Jiao, F., Huang, L., Song, R., Huang, H.","57226507203;56233363600;57202079589;57221202923;","An improved stl-lstm model for daily bus passenger flow prediction during the covid-19 pandemic",2021,"Sensors","21","17","5950","","",,1,"10.3390/s21175950","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114202660&doi=10.3390%2fs21175950&partnerID=40&md5=d9d63aaa29cef6eb35ff420a685c3cd2",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85114202660
"Caliwag, E.M.F., Caliwag, A., Baek, B.-K., Jo, Y., Chung, H., Lim, W.","57226883056;57203089014;57226879641;57226890465;57226888529;26326390400;","Distance Estimation in Thermal Cameras Using Multi-Task Cascaded Convolutional Neural Network",2021,"IEEE Sensors Journal","21","17","9465113","18519","18525",,,"10.1109/JSEN.2021.3092382","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113237188&doi=10.1109%2fJSEN.2021.3092382&partnerID=40&md5=541108e7ab14a304932793688eb3efdb",Article,"Final","",Scopus,2-s2.0-85113237188
"Marzouk, M., Elshaboury, N., Abdel-Latif, A., Azab, S.","7005098184;57216611553;57212264845;55960276800;","Deep learning model for forecasting COVID-19 outbreak in Egypt",2021,"Process Safety and Environmental Protection","153",,,"363","375",,7,"10.1016/j.psep.2021.07.034","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111501702&doi=10.1016%2fj.psep.2021.07.034&partnerID=40&md5=ef589a2b02d9359436dc237b90c8ebdc",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85111501702
"Lv, Z., Li, J., Dong, C., Li, H., Xu, Z.","57219119913;56034151000;57219162943;57225130062;57224214839;","Deep learning in the COVID-19 epidemic: A deep model for urban traffic revitalization index",2021,"Data and Knowledge Engineering","135",,"101912","","",,5,"10.1016/j.datak.2021.101912","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111070277&doi=10.1016%2fj.datak.2021.101912&partnerID=40&md5=a5e5cd1d160ae2fa05395537804df050",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85111070277
"Luo, C.","57225022264;","Analyzing the impact of social networks and social behavior on electronic business during COVID-19 pandemic",2021,"Information Processing and Management","58","5","102667","","",,,"10.1016/j.ipm.2021.102667","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108956532&doi=10.1016%2fj.ipm.2021.102667&partnerID=40&md5=51520eed2d4cc579fc538cd14c61e4a3",Article,"Final","",Scopus,2-s2.0-85108956532
"Wang, L., Xu, T., Stoecker, T., Stoecker, H., Jiang, Y., Zhou, K.","56374791100;57218908481;57221774236;22969561800;56173680200;56504464700;","Machine learning spatio-temporal epidemiological model to evaluate Germany-county-level COVID-19 risk",2021,"Machine Learning: Science and Technology","2","3","035031","","",,2,"10.1088/2632-2153/ac0314","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108533527&doi=10.1088%2f2632-2153%2fac0314&partnerID=40&md5=01cd3470823c2bf4ffe8957c5fcf54c3",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85108533527
"Kim, M.J., Hall, C.M., Bonn, M.","7406088313;55017070000;7006825815;","Can the value-attitude-behavior model and personality predict international tourists’ biosecurity practice during the pandemic?",2021,"Journal of Hospitality and Tourism Management","48",,,"99","109",,2,"10.1016/j.jhtm.2021.05.014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107416078&doi=10.1016%2fj.jhtm.2021.05.014&partnerID=40&md5=e1bd08f5176a7fb2a7a900405fdd2017",Article,"Final","",Scopus,2-s2.0-85107416078
"Kumari, R., Ashok, N., Ghosal, T., Ekbal, A.","57224125181;57224117799;57191853279;23093674100;","Misinformation detection using multitask learning with mutual learning for novelty detection and emotion recognition",2021,"Information Processing and Management","58","5","102631","","",,2,"10.1016/j.ipm.2021.102631","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107037061&doi=10.1016%2fj.ipm.2021.102631&partnerID=40&md5=433c8509c3989f7bc5dad14276761683",Article,"Final","",Scopus,2-s2.0-85107037061
"Nguyen, M.-N., Tran, V.-H., Huynh, T.-N.","57195436049;57209983664;57283095100;","Depth embedded and dense dilated convolutional network for crowd density estimation",2021,"Proceedings of 2021 International Conference on System Science and Engineering, ICSSE 2021",,,,"221","225",,,"10.1109/ICSSE52999.2021.9538435","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116246055&doi=10.1109%2fICSSE52999.2021.9538435&partnerID=40&md5=c5ea6f6ac3d414b53baea60c83e71512",Conference Paper,"Final","",Scopus,2-s2.0-85116246055
"Ul Hussna, A., Trisha, I.I., Karim, M.S., Alam, M.G.R.","57302050700;57302526400;57302849400;26434126600;","COVID-19 Fake News Prediction on Social Media Data",2021,"TENSYMP 2021 - 2021 IEEE Region 10 Symposium",,,,"","",,,"10.1109/TENSYMP52854.2021.9550957","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117511403&doi=10.1109%2fTENSYMP52854.2021.9550957&partnerID=40&md5=e86027ea3e7e0b6996d9c4679440bc81",Conference Paper,"Final","",Scopus,2-s2.0-85117511403
"Kumar, S.L., Sarobin M, V.R., Anbarasi L, J.","57301669900;57258207600;57258550800;","Predictive analytics of covid-19 pandemic: Statistical modelling perspective",2021,"Walailak Journal of Science and Technology","18","16","15583","","",,1,"10.48048/wjst.2021.15583","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114887578&doi=10.48048%2fwjst.2021.15583&partnerID=40&md5=ab05ce19fe1ceb2d348bdc3d300e8e5c",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85114887578
"Bhouri, M.A., Costabal, F.S., Wang, H., Linka, K., Peirlinck, M., Kuhl, E., Perdikaris, P.","57190835913;57219545562;57221605440;57015320300;56296713900;7004398913;35194560500;","COVID-19 dynamics across the US: A deep learning study of human mobility and social behavior",2021,"Computer Methods in Applied Mechanics and Engineering","382",,"113891","","",,4,"10.1016/j.cma.2021.113891","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105260780&doi=10.1016%2fj.cma.2021.113891&partnerID=40&md5=11f869d189f3efbd57465019e8717a1c",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85105260780
"Segovia Dominguez, I., Lee, H., Chen, Y., Garay, M., Gorski, K.M., Gel, Y.R.","48162019700;12808494200;57202790311;7004315232;7006440372;15062733300;","Does Air Quality Really Impact COVID-19 Clinical Severity: Coupling NASA Satellite Datasets with Geometric Deep Learning",2021,"Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining",,,,"3540","3548",,,"10.1145/3447548.3467207","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114913548&doi=10.1145%2f3447548.3467207&partnerID=40&md5=eb2c3203dee0e009742b123598d90dab",Conference Paper,"Final","All Open Access, Bronze",Scopus,2-s2.0-85114913548
"Mohamed Aslam, M.A., Kalaimani Shanmugam, E.V.R.M., Dilip Kumar, S.","57226723551;57226721309;56825874800;","Enhanced Deep Learning Approach for IoT Enabled Sensitive Clinical Data Analytics",2021,"Journal of Physics: Conference Series","1979","1","012054","","",,,"10.1088/1742-6596/1979/1/012054","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112434433&doi=10.1088%2f1742-6596%2f1979%2f1%2f012054&partnerID=40&md5=4e83fdf80d4b087943e475afae46a8dc",Conference Paper,"Final","All Open Access, Gold",Scopus,2-s2.0-85112434433
"Shrivastava, V.K., Kumar, A., Shrivastava, A., Tiwari, A., Thiru, K., Batra, R.","56723696700;57221102028;57200757388;57224777350;57226728625;15843121000;","Study and Trend Prediction of Covid-19 cases in India using Deep Learning Techniques",2021,"Journal of Physics: Conference Series","1950","1","012084","","",,,"10.1088/1742-6596/1950/1/012084","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112467783&doi=10.1088%2f1742-6596%2f1950%2f1%2f012084&partnerID=40&md5=cb103e7aecb635cb22dbfbaee6c707e3",Conference Paper,"Final","All Open Access, Bronze",Scopus,2-s2.0-85112467783
"Chengeta, K., Mabika, E.R.","57202640901;57267594700;","Peer to Peer Social Lending Default Prediction with Convolutional Neural Networks",2021,"icABCD 2021 - 4th International Conference on Artificial Intelligence, Big Data, Computing and Data Communication Systems, Proceedings",,,,"","",,,"10.1109/icABCD51485.2021.9519309","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115390268&doi=10.1109%2ficABCD51485.2021.9519309&partnerID=40&md5=ff05d78f2c63a0c2fd8b7f19518ba2d9",Conference Paper,"Final","",Scopus,2-s2.0-85115390268
"Akagawa, D., Takatsu, J., Otsu, R., Hayashi, S., Vallet, B.","57226838737;57226838928;57226834561;57226836645;57226839975;","Sustainable society with a touchless solution using UbiMouse under the pandemic of COVID-19",2021,"Special Interest Group on Computer Graphics and Interactive Techniques Conference Emerging Technologies, SIGGRAPH 2021",,,"3470532","","",,,"10.1145/3450550.3470532","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112810579&doi=10.1145%2f3450550.3470532&partnerID=40&md5=8480979b927bce0a2e798e07934f7210",Conference Paper,"Final","",Scopus,2-s2.0-85112810579
"Ahmed, A., Bansal, P., Khan, A., Purohit, N.","57289222900;56640831800;57289057700;57289743900;","Crowd Detection and Analysis for Surveillance Videos using Deep Learning",2021,"Proceedings of the 2nd International Conference on Electronics and Sustainable Communication Systems, ICESC 2021",,,,"1933","1939",,,"10.1109/ICESC51422.2021.9532683","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116695305&doi=10.1109%2fICESC51422.2021.9532683&partnerID=40&md5=0187e8330ca6276baa63504e979b478e",Conference Paper,"Final","",Scopus,2-s2.0-85116695305
"Reddy, B.B.G., Praveen, C., Kumar, M.V.S., Reddy, I.M.R., Deepthi, R.L.","57289036100;57289374200;57289374300;57289552000;57200988385;","Prediction and Comparative Analysis of Air Pollution in Major cities of India using Deep Learning Techniques",2021,"Proceedings of the 2nd International Conference on Electronics and Sustainable Communication Systems, ICESC 2021",,,,"1434","1439",,,"10.1109/ICESC51422.2021.9532860","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116654574&doi=10.1109%2fICESC51422.2021.9532860&partnerID=40&md5=546369c2273e6a3f5385f27d9b584e53",Conference Paper,"Final","",Scopus,2-s2.0-85116654574
"Ayoobi, N., Sharifrazi, D., Alizadehsani, R., Shoeibi, A., Gorriz, J.M., Moosaei, H., Khosravi, A., Nahavandi, S., Gholamzadeh Chofreh, A., Goni, F.A., Klemeš, J.J., Mosavi, A.","57224500323;57222259351;55328861400;57193554372;7004736801;23768389600;56234594800;55992860000;57337395200;36706078200;56903012000;57191408081;","Time series forecasting of new cases and new deaths rate for COVID-19 using deep learning methods",2021,"Results in Physics","27",,"104495","","",,5,"10.1016/j.rinp.2021.104495","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119023371&doi=10.1016%2fj.rinp.2021.104495&partnerID=40&md5=41cc63e5ab5b6a2a18887d169a9bff87",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85119023371
[No author name available],[No author id available],"Proceedings - 2021 IEEE 9th International Conference on Healthcare Informatics, ISCHI 2021",2021,"Proceedings - 2021 IEEE 9th International Conference on Healthcare Informatics, ISCHI 2021",,,,"","",284,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118158515&partnerID=40&md5=8535df9e80b34e2a30dafa1a82a62450",Conference Review,"Final","",Scopus,2-s2.0-85118158515
"Hsieh, S.-C.","7202057541;","Tourism demand forecasting based on an lstm network and its variants",2021,"Algorithms","14","8","243","","",,,"10.3390/a14080243","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113327304&doi=10.3390%2fa14080243&partnerID=40&md5=f373528169225933437c3855d220e50d",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85113327304
"Jayaraj, T., Samath, J.A.","57211405852;15130496800;","Disease forecasting and severity prediction model for COVID-19 using correlated feature extraction and feed-forward artificial neural networks",2021,"International Journal of Engineering Trends and Technology","69","8",,"126","137",,,"10.14445/22315381/IJETT-V69I8P216","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112439628&doi=10.14445%2f22315381%2fIJETT-V69I8P216&partnerID=40&md5=08f42691f547d60c529ad4cc8735c032",Article,"Final","",Scopus,2-s2.0-85112439628
"Galkin, F., Parish, A., Bischof, E., Zhang, J., Mamoshina, P., Zhavoronkov, A.","57204941819;57226393043;57215523462;57226408381;56893719500;39862415800;","Increased pace of aging in COVID-related mortality",2021,"Life","11","8","730","","",,,"10.3390/life11080730","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111417236&doi=10.3390%2flife11080730&partnerID=40&md5=d6a4973a03c9531c91200f52f7bd9483",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85111417236
