PMID;Title;Authors;Citation;First Author;Journal/Book;Publication Year;Create Date;PMCID;NIHMS ID;DOI
33895377;A fusion of data science and feed-forward neural network-based modelling of COVID-19 outbreak forecasting in IRAQ;Aljaaf AJ, Mohsin TM, Al-Jumeily D, Alloghani M.;J Biomed Inform. 2021 Jun,118:103766. doi: 10.1016/j.jbi.2021.103766. Epub 2021 Apr 22.;Aljaaf AJ;J Biomed Inform;2021;25-4-2021;PMC8061626;;10.1016/j.jbi.2021.103766
33224735;Recurrent neural network based prediction of number of COVID-19 cases in India;Shyam Sunder Reddy K, Padmanabha Reddy YCA, Mallikarjuna Rao C.;Mater Today Proc. 2020 Nov 17. doi: 10.1016/j.matpr.2020.11.117. Online ahead of print.;Shyam Sunder Reddy K;Mater Today Proc;2020;23-11-2020;PMC7670896;;10.1016/j.matpr.2020.11.117
33776248;Forecasting outbreak of COVID-19 in Turkey, Comparison of Box-Jenkins, Brown's exponential smoothing and long short-term memory models;Guleryuz D.;Process Saf Environ Prot. 2021 May,149:927-935. doi: 10.1016/j.psep.2021.03.032. Epub 2021 Mar 22.;Guleryuz D;Process Saf Environ Prot;2021;29-3-2021;PMC7983456;;10.1016/j.psep.2021.03.032
34703079;Digital twins based on bidirectional LSTM and GAN for modelling the COVID-19 pandemic;Quilodrán-Casas C, Silva VLS, Arcucci R, Heaney CE, Guo Y, Pain CC.;Neurocomputing. 2022 Jan 22,470:11-28. doi: 10.1016/j.neucom.2021.10.043. Epub 2021 Oct 22.;Quilodrán-Casas C;Neurocomputing;2022;27-10-2021;PMC8531233;;10.1016/j.neucom.2021.10.043
34178594;Time series prediction of COVID-19 transmission in America using LSTM and XGBoost algorithms;Luo J, Zhang Z, Fu Y, Rao F.;Results Phys. 2021 Aug,27:104462. doi: 10.1016/j.rinp.2021.104462. Epub 2021 Jun 22.;Luo J;Results Phys;2021;28-6-2021;PMC8216863;;10.1016/j.rinp.2021.104462
34330253;CapsTM: capsule network for Chinese medical text matching;Yu X, Shen Y, Ni Y, Huang X, Wang X, Chen Q, Tang B.;BMC Med Inform Decis Mak. 2021 Jul 30,21(Suppl 2):94. doi: 10.1186/s12911-021-01442-9.;Yu X;BMC Med Inform Decis Mak;2021;31-7-2021;PMC8322831;;10.1186/s12911-021-01442-9
34764608;Cross-sectional analysis and data-driven forecasting of confirmed COVID-19 cases;Jing N, Shi Z, Hu Y, Yuan J.;Appl Intell (Dordr). 2021 Jul 5:1-16. doi: 10.1007/s10489-021-02616-8. Online ahead of print.;Jing N;Appl Intell (Dordr);2021;12-11-2021;PMC8256957;;10.1007/s10489-021-02616-8
33378751;A Meta-Analysis of Prognostic Factors in Patients with Posterior Circulation Stroke after Mechanical Thrombectomy;Xun K, Mo J, Ruan S, Dai J, Zhang W, Lv Y, Du N, Chen S, Shen Z, Wu Y.;Cerebrovasc Dis. 2021,50(2):185-199. doi: 10.1159/000512609. Epub 2020 Dec 30.;Xun K;Cerebrovasc Dis;2021;30-12-2020;;;10.1159/000512609
35090748;European cancer mortality predictions for the year 2022 with focus on ovarian cancer;Dalmartello M, La Vecchia C, Bertuccio P, Boffetta P, Levi F, Negri E, Malvezzi M.;Ann Oncol. 2022 Mar,33(3):330-339. doi: 10.1016/j.annonc.2021.12.007. Epub 2022 Jan 26.;Dalmartello M;Ann Oncol;2022;29-1-2022;;;10.1016/j.annonc.2021.12.007
33536460;Risk factors analysis of COVID-19 patients with ARDS and prediction based on machine learning;Xu W, Sun NN, Gao HN, Chen ZY, Yang Y, Ju B, Tang LL.;Sci Rep. 2021 Feb 3,11(1):2933. doi: 10.1038/s41598-021-82492-x.;Xu W;Sci Rep;2021;4-2-2021;PMC7858607;;10.1038/s41598-021-82492-x
34838661;Impact of the three COVID-19 surges in 2020 on in-hospital cardiac arrest survival in the United States;Gupta K, Girotra S, Nallamothu BK, Kennedy K, Starks MA, Chan PS, American Heart Association's Get With the Guidelines®-Resuscitation Investigators (listed in Supplementary Appendix).;Resuscitation. 2022 Jan,170:134-140. doi: 10.1016/j.resuscitation.2021.11.025. Epub 2021 Nov 24.;Gupta K;Resuscitation;2022;28-11-2021;PMC8611825;;10.1016/j.resuscitation.2021.11.025
32458121;Indications and timing for tracheostomy in patients with SARS CoV2-related;Ferri E, Boscolo Nata F, Pedruzzi B, Campolieti G, Scotto di Clemente F, Baratto F, Cristalli G.;Eur Arch Otorhinolaryngol. 2020 Aug,277(8):2403-2404. doi: 10.1007/s00405-020-06068-7. Epub 2020 May 26.;Ferri E;Eur Arch Otorhinolaryngol;2020;28-5-2020;PMC7250256;;10.1007/s00405-020-06068-7
33614024;Evaluation of serum ferritin for prediction of severity and mortality in COVID-19- A cross sectional study;Ahmed S, Ansar Ahmed Z, Siddiqui I, Haroon Rashid N, Mansoor M, Jafri L.;Ann Med Surg (Lond). 2021 Mar,63:102163. doi: 10.1016/j.amsu.2021.02.009. Epub 2021 Feb 12.;Ahmed S;Ann Med Surg (Lond);2021;22-2-2021;PMC7879065;;10.1016/j.amsu.2021.02.009
33415612;Prediction of the confirmed cases and deaths of global COVID-19 using artificial intelligence;Guo Q, He Z.;Environ Sci Pollut Res Int. 2021 Mar,28(9):11672-11682. doi: 10.1007/s11356-020-11930-6. Epub 2021 Jan 7.;Guo Q;Environ Sci Pollut Res Int;2021;8-1-2021;PMC7789896;;10.1007/s11356-020-11930-6
34511689;Review on COVID-19 diagnosis models based on machine learning and deep learning approaches;Alyasseri ZAA, Al-Betar MA, Doush IA, Awadallah MA, Abasi AK, Makhadmeh SN, Alomari OA, Abdulkareem KH, Adam A, Damasevicius R, Mohammed MA, Zitar RA.;Expert Syst. 2021 Jul 28:e12759. doi: 10.1111/exsy.12759. Online ahead of print.;Alyasseri ZAA;Expert Syst;2021;13-9-2021;PMC8420483;;10.1111/exsy.12759
34115603;Clinical Utility and Functionality of an Artificial Intelligence-Based App to Predict Mortality in COVID-19: Mixed Methods Analysis;Abdulaal A, Patel A, Al-Hindawi A, Charani E, Alqahtani SA, Davies GW, Mughal N, Moore LSP.;JMIR Form Res. 2021 Jul 28,5(7):e27992. doi: 10.2196/27992.;Abdulaal A;JMIR Form Res;2021;11-6-2021;PMC8320734;;10.2196/27992
34673644;Prevalence of Risk of Malnutrition and Risk of Sarcopenia in a Reference Hospital for COVID-19: Relationship with Mortality;Riesgo H, Castro A, Del Amo S, San Ceferino MJ, Izaola O, Primo D, Gómez Hoyos E, López Gómez JJ, de Luis DA.;Ann Nutr Metab. 2021,77(6):324-329. doi: 10.1159/000519485. Epub 2021 Oct 21.;Riesgo H;Ann Nutr Metab;2021;21-10-2021;;;10.1159/000519485
34312455;Improving prediction of COVID-19 evolution by fusing epidemiological and mobility data;García-Cremades S, Morales-García J, Hernández-Sanjaime R, Martínez-España R, Bueno-Crespo A, Hernández-Orallo E, López-Espín JJ, Cecilia JM.;Sci Rep. 2021 Jul 26,11(1):15173. doi: 10.1038/s41598-021-94696-2.;García-Cremades S;Sci Rep;2021;27-7-2021;PMC8313557;;10.1038/s41598-021-94696-2
34908628;Prediction of asymptomatic COVID-19 infections based on complex network;Chen Y, He H, Liu D, Zhang X, Wang J, Yang Y.;Optim Control Appl Methods. 2021 Oct 21:10.1002/oca.2806. doi: 10.1002/oca.2806. Online ahead of print.;Chen Y;Optim Control Appl Methods;2021;15-12-2021;PMC8661857;;10.1002/oca.2806
34111834;Forecast modeling to identify changes in pediatric emergency department utilization during the COVID-19 pandemic;Ramgopal S, Pelletier JH, Rakkar J, Horvat CM.;Am J Emerg Med. 2021 Nov,49:142-147. doi: 10.1016/j.ajem.2021.05.047. Epub 2021 May 21.;Ramgopal S;Am J Emerg Med;2021;10-6-2021;PMC8555971;NIHMS1712591;10.1016/j.ajem.2021.05.047
32837309;A machine learning forecasting model for COVID-19 pandemic in India;Sujath R, Chatterjee JM, Hassanien AE.;Stoch Environ Res Risk Assess. 2020,34(7):959-972. doi: 10.1007/s00477-020-01827-8. Epub 2020 May 30.;Sujath R;Stoch Environ Res Risk Assess;2020;25-8-2020;PMC7261047;;10.1007/s00477-020-01827-8
35095204;COVID 19 Pandemic, Socio-Economic Behaviour and Infection Characteristics: An Inter-Country Predictive Study Using Deep Learning;Basu S, Sen S.;Comput Econ. 2022 Jan 26:1-32. doi: 10.1007/s10614-021-10223-5. Online ahead of print.;Basu S;Comput Econ;2022;31-1-2022;PMC8789377;;10.1007/s10614-021-10223-5
33551665;Leveraging Deep Learning for Designing Healthcare Analytics Heuristic for Diagnostics;Shafqat S, Fayyaz M, Khattak HA, Bilal M, Khan S, Ishtiaq O, Abbasi A, Shafqat F, Alnumay WS, Chatterjee P.;Neural Process Lett. 2021 Feb 2:1-27. doi: 10.1007/s11063-021-10425-w. Online ahead of print.;Shafqat S;Neural Process Lett;2021;8-2-2021;PMC7852051;;10.1007/s11063-021-10425-w
33107909;Cardiovascular comorbidities as predictors for severe COVID-19 infection or death;Phelps M, Christensen DM, Gerds T, Fosbøl E, Torp-Pedersen C, Schou M, Køber L, Kragholm K, Andersson C, Biering-Sørensen T, Christensen HC, Andersen MP, Gislason G.;Eur Heart J Qual Care Clin Outcomes. 2021 Mar 15,7(2):172-180. doi: 10.1093/ehjqcco/qcaa081.;Phelps M;Eur Heart J Qual Care Clin Outcomes;2021;27-10-2020;PMC7665490;;10.1093/ehjqcco/qcaa081
34299827;Development of an Early Alert System for an Additional Wave of COVID-19 Cases Using a Recurrent Neural Network with Long Short-Term Memory;Stevenson F, Hayasi K, Bragazzi NL, Kong JD, Asgary A, Lieberman B, Ruan X, Mathaha T, Dahbi SE, Choma J, Kawonga M, Mbada M, Tripathi N, Orbinski J, Mellado B, Wu J.;Int J Environ Res Public Health. 2021 Jul 9,18(14):7376. doi: 10.3390/ijerph18147376.;Stevenson F;Int J Environ Res Public Health;2021;24-7-2021;PMC8307714;;10.3390/ijerph18147376
32838124;Data analysis of COVID-2019 epidemic using machine learning methods: a case study of India;Yadav RS.;Int J Inf Technol. 2020,12(4):1321-1330. doi: 10.1007/s41870-020-00484-y. Epub 2020 May 26.;Yadav RS;Int J Inf Technol;2020;25-8-2020;PMC7250543;;10.1007/s41870-020-00484-y
33442560;Contrastive Learning Improves Critical Event Prediction in COVID-19 Patients;Wanyan T, Honarvar H, Jaladanki SK, Zang C, Naik N, Somani S, Freitas JK, Paranjpe I, Vaid A, Miotto R, Nadkarni GN, Zitnik M, ArifulAzad, Wang F, Ding Y, Glicksberg BS.;ArXiv. 2021 Jan 11:arXiv:2101.04013v1. Preprint.;Wanyan T;ArXiv;2021;14-1-2021;PMC7805456;;
33721651;Environmental impact assessment of COVID-19 therapeutic solutions. A prospective analysis;Tarazona JV, Martínez M, Martínez MA, Anadón A.;Sci Total Environ. 2021 Jul 15,778:146257. doi: 10.1016/j.scitotenv.2021.146257. Epub 2021 Mar 10.;Tarazona JV;Sci Total Environ;2021;15-3-2021;PMC7943388;;10.1016/j.scitotenv.2021.146257
33520010;Assessing and predicting air quality in northern Jordan during the lockdown due to the COVID-19 virus pandemic using artificial neural network;Shatnawi N, Abu-Qdais H.;Air Qual Atmos Health. 2021,14(5):643-652. doi: 10.1007/s11869-020-00968-7. Epub 2021 Jan 25.;Shatnawi N;Air Qual Atmos Health;2021;1-2-2021;PMC7831622;;10.1007/s11869-020-00968-7
34723227;Contrastive learning improves critical event prediction in COVID-19 patients;Wanyan T, Honarvar H, Jaladanki SK, Zang C, Naik N, Somani S, De Freitas JK, Paranjpe I, Vaid A, Zhang J, Miotto R, Wang Z, Nadkarni GN, Zitnik M, Azad A, Wang F, Ding Y, Glicksberg BS.;Patterns (N Y). 2021 Dec 10,2(12):100389. doi: 10.1016/j.patter.2021.100389. Epub 2021 Oct 25.;Wanyan T;Patterns (N Y);2021;1-11-2021;PMC8542449;;10.1016/j.patter.2021.100389
34764603;Data driven covid-19 spread prediction based on mobility and mask mandate information;Banerjee S, Lian Y.;Appl Intell (Dordr). 2021 Jun 2:1-10. doi: 10.1007/s10489-021-02381-8. Online ahead of print.;Banerjee S;Appl Intell (Dordr);2021;12-11-2021;PMC8172182;;10.1007/s10489-021-02381-8
32853285;Predicting and analyzing the COVID-19 epidemic in China: Based on SEIRD, LSTM and GWR models;Liu F, Wang J, Liu J, Li Y, Liu D, Tong J, Li Z, Yu D, Fan Y, Bi X, Zhang X, Mo S.;PLoS One. 2020 Aug 27,15(8):e0238280. doi: 10.1371/journal.pone.0238280. eCollection 2020.;Liu F;PLoS One;2020;28-8-2020;PMC7451659;;10.1371/journal.pone.0238280
33102426;Individual-Level Fatality Prediction of COVID-19 Patients Using AI Methods;Li Y, Horowitz MA, Liu J, Chew A, Lan H, Liu Q, Sha D, Yang C.;Front Public Health. 2020 Sep 30,8:587937. doi: 10.3389/fpubh.2020.587937. eCollection 2020.;Li Y;Front Public Health;2020;26-10-2020;PMC7556112;;10.3389/fpubh.2020.587937
32435961;SAGES primer for taking care of yourself during and after the COVID-19 crisis;Dort J, Romanelli J, Choudhury N, Flink BJ, Lak K, Levy S, Needleman BJ, Paget CJ 3rd, Telem D, Schwarz E, Zhang LP, Sylla P, Mellinger JD, Matthews BD, Feldman L, Pryor AD, Asbun HJ.;Surg Endosc. 2020 Jul,34(7):2856-2862. doi: 10.1007/s00464-020-07631-3. Epub 2020 May 20.;Dort J;Surg Endosc;2020;22-5-2020;PMC7238959;;10.1007/s00464-020-07631-3
33619490;Association of CXCR6 with COVID-19 severity: Delineating the host genetic factors in transcriptomic regulation;Dai Y, Wang J, Jeong HH, Chen W, Jia P, Zhao Z.;bioRxiv. 2021 Feb 19:2021.02.17.431554. doi: 10.1101/2021.02.17.431554. Preprint.;Dai Y;bioRxiv;2021;23-2-2021;PMC7899454;;10.1101/2021.02.17.431554
35125526;Comparative study of a mathematical epidemic model, statistical modeling, and deep learning for COVID-19 forecasting and management;Masum M, Masud MA, Adnan MI, Shahriar H, Kim S.;Socioecon Plann Sci. 2022 Jan 29:101249. doi: 10.1016/j.seps.2022.101249. Online ahead of print.;Masum M;Socioecon Plann Sci;2022;7-2-2022;PMC8800166;;10.1016/j.seps.2022.101249
34646110;A two-layer nested heterogeneous ensemble learning predictive method for COVID-19 mortality;Cui S, Wang Y, Wang D, Sai Q, Huang Z, Cheng TCE.;Appl Soft Comput. 2021 Dec,113:107946. doi: 10.1016/j.asoc.2021.107946. Epub 2021 Oct 7.;Cui S;Appl Soft Comput;2021;14-10-2021;PMC8494501;;10.1016/j.asoc.2021.107946
34825057;Prediction of COVID-19 epidemic situation via fine-tuned IndRNN;Hong Z, Fan Z, Tong X, Zhou R, Pan H, Zhang Y, Han Y, Wang J, Yang S, Wu H, Li J.;PeerJ Comput Sci. 2021 Nov 12,7:e770. doi: 10.7717/peerj-cs.770. eCollection 2021.;Hong Z;PeerJ Comput Sci;2021;26-11-2021;PMC8592248;;10.7717/peerj-cs.770
34932550;SWIFT: A deep learning approach to prediction of hypoxemic events in critically-Ill patients using SpO2 waveform prediction;Annapragada AV, Greenstein JL, Bose SN, Winters BD, Sarma SV, Winslow RL.;PLoS Comput Biol. 2021 Dec 21,17(12):e1009712. doi: 10.1371/journal.pcbi.1009712. eCollection 2021 Dec.;Annapragada AV;PLoS Comput Biol;2021;21-12-2021;PMC8730462;;10.1371/journal.pcbi.1009712
33837675;Prediction of COVID-19 cases using the weather integrated deep learning approach for India;Bhimala KR, Patra GK, Mopuri R, Mutheneni SR.;Transbound Emerg Dis. 2021 Apr 10:10.1111/tbed.14102. doi: 10.1111/tbed.14102. Online ahead of print.;Bhimala KR;Transbound Emerg Dis;2021;10-4-2021;PMC8250893;;10.1111/tbed.14102
33764883;Prediction and Feature Importance Analysis for Severity of COVID-19 in South Korea Using Artificial Intelligence: Model Development and Validation;Chung H, Ko H, Kang WS, Kim KW, Lee H, Park C, Song HO, Choi TY, Seo JH, Lee J.;J Med Internet Res. 2021 Apr 19,23(4):e27060. doi: 10.2196/27060.;Chung H;J Med Internet Res;2021;25-3-2021;PMC8057199;;10.2196/27060
34398784;Semisupervised Deep Learning Techniques for Predicting Acute Respiratory Distress Syndrome From Time-Series Clinical Data: Model Development and Validation Study;Lam C, Tso CF, Green-Saxena A, Pellegrini E, Iqbal Z, Evans D, Hoffman J, Calvert J, Mao Q, Das R.;JMIR Form Res. 2021 Sep 14,5(9):e28028. doi: 10.2196/28028.;Lam C;JMIR Form Res;2021;16-8-2021;PMC8447921;;10.2196/28028
34151290;A Deep Learning-Based Method for Forecasting Gold Price with Respect to Pandemics;Mohtasham Khani M, Vahidnia S, Abbasi A.;SN Comput Sci. 2021,2(4):335. doi: 10.1007/s42979-021-00724-3. Epub 2021 Jun 12.;Mohtasham Khani M;SN Comput Sci;2021;21-6-2021;PMC8196294;;10.1007/s42979-021-00724-3
34297793;Deep learning-based real-time detection of novel pathogens during sequencing;Bartoszewicz JM, Genske U, Renard BY.;Brief Bioinform. 2021 Nov 5,22(6):bbab269. doi: 10.1093/bib/bbab269.;Bartoszewicz JM;Brief Bioinform;2021;23-7-2021;;;10.1093/bib/bbab269
34126698;A 10-year assessment of ambient fine particles and related health endpoints in a large Mediterranean city;Khaniabadi YO, Sicard P.;Chemosphere. 2021 Sep,278:130502. doi: 10.1016/j.chemosphere.2021.130502. Epub 2021 Apr 7.;Khaniabadi YO;Chemosphere;2021;15-6-2021;;;10.1016/j.chemosphere.2021.130502
33594301;Modeling and forecasting number of confirmed and death caused COVID-19 in IRAN: A comparison of time series forecasting methods;Talkhi N, Akhavan Fatemi N, Ataei Z, Jabbari Nooghabi M.;Biomed Signal Process Control. 2021 Apr,66:102494. doi: 10.1016/j.bspc.2021.102494. Epub 2021 Feb 10.;Talkhi N;Biomed Signal Process Control;2021;17-2-2021;PMC7874981;;10.1016/j.bspc.2021.102494
34786308;CoAID-DEEP: An Optimized Intelligent Framework for Automated Detecting COVID-19 Misleading Information on Twitter;Abdelminaam DS, Ismail FH, Taha M, Taha A, Houssein EH, Nabil A.;IEEE Access. 2021 Feb 9,9:27840-27867. doi: 10.1109/ACCESS.2021.3058066. eCollection 2021.;Abdelminaam DS;IEEE Access;2021;17-11-2021;PMC8545243;;10.1109/ACCESS.2021.3058066
34409900;Evaluating red blood cell distribution width from community blood tests as a predictor of hospitalization and mortality in adults with SARS-CoV-2: a cohort study;Banon T, Wortsman J, Ben Moshe S, Gazit S, Peretz A, Ben Tov A, Chodick G, Perez G, Patalon T.;Ann Med. 2021 Dec,53(1):1410-1418. doi: 10.1080/07853890.2021.1968484.;Banon T;Ann Med;2021;19-8-2021;PMC8381942;;10.1080/07853890.2021.1968484
33332363;Real-time neural network based predictor for cov19 virus spread;Wieczorek M, Siłka J, Połap D, Woźniak M, Damaševičius R.;PLoS One. 2020 Dec 17,15(12):e0243189. doi: 10.1371/journal.pone.0243189. eCollection 2020.;Wieczorek M;PLoS One;2020;17-12-2020;PMC7745974;;10.1371/journal.pone.0243189
33898529;FaceGuard: A Wearable System To Avoid Face Touching;Michelin AM, Korres G, Ba'ara S, Assadi H, Alsuradi H, Sayegh RR, Argyros A, Eid M.;Front Robot AI. 2021 Apr 8,8:612392. doi: 10.3389/frobt.2021.612392. eCollection 2021.;Michelin AM;Front Robot AI;2021;26-4-2021;PMC8060563;;10.3389/frobt.2021.612392
34395821;Predicting the epidemic curve of the coronavirus (SARS-CoV-2) disease (COVID-19) using artificial intelligence: An application on the first and second waves;Kolozsvári LR, Bérczes T, Hajdu A, Gesztelyi R, Tiba A, Varga I, Al-Tammemi AB, Szőllősi GJ, Harsányi S, Garbóczy S, Zsuga J.;Inform Med Unlocked. 2021,25:100691. doi: 10.1016/j.imu.2021.100691. Epub 2021 Aug 8.;Kolozsvári LR;Inform Med Unlocked;2021;16-8-2021;PMC8349399;;10.1016/j.imu.2021.100691
32458963;Constructing co-occurrence network embeddings to assist association extraction for COVID-19 and other coronavirus infectious diseases;Oniani D, Jiang G, Liu H, Shen F.;J Am Med Inform Assoc. 2020 Aug 1,27(8):1259-1267. doi: 10.1093/jamia/ocaa117.;Oniani D;J Am Med Inform Assoc;2020;28-5-2020;PMC7314034;;10.1093/jamia/ocaa117
34081139;Use of Electronic Medical Records to Estimate Changes in Pregnancy and Birth Rates During the COVID-19 Pandemic;Stout MJ, Van De Ven CJM, Parekh VI, Pardo JL, Garifullin M, Xu M, Fenner DE, Smith RD.;JAMA Netw Open. 2021 Jun 1,4(6):e2111621. doi: 10.1001/jamanetworkopen.2021.11621.;Stout MJ;JAMA Netw Open;2021;3-6-2021;PMC8176329;;10.1001/jamanetworkopen.2021.11621
32572310;Prediction and analysis of COVID-19 positive cases using deep learning models: A descriptive case study of India;Arora P, Kumar H, Panigrahi BK.;Chaos Solitons Fractals. 2020 Oct,139:110017. doi: 10.1016/j.chaos.2020.110017. Epub 2020 Jun 17.;Arora P;Chaos Solitons Fractals;2020;24-6-2020;PMC7298499;;10.1016/j.chaos.2020.110017
34305251;Prediction of global spread of COVID-19 pandemic: a review and research challenges;Shah S, Mulahuwaish A, Ghafoor KZ, Maghdid HS.;Artif Intell Rev. 2021 Jul 16:1-22. doi: 10.1007/s10462-021-09988-w. Online ahead of print.;Shah S;Artif Intell Rev;2021;26-7-2021;PMC8285044;;10.1007/s10462-021-09988-w
33768136;Relational Learning Improves Prediction of Mortality in COVID-19 in the Intensive Care Unit;Wanyan T, Vaid A, De Freitas JK, Somani S, Miotto R, Nadkarni GN, Azad A, Ding Y, Glicksberg BS.;IEEE Trans Big Data. 2021 Mar,7(1):38-44. doi: 10.1109/tbdata.2020.3048644. Epub 2020 Dec 31.;Wanyan T;IEEE Trans Big Data;2021;26-3-2021;PMC7990133;NIHMS1678826;10.1109/tbdata.2020.3048644
